,condition,target,world_model,shadow_model,label,category
0,cough,0.0060190701001891405,0.0056023246039964515,0.005691180973041702,1,B-Sign_symptom
1,hypertension,0.009988333670340683,0.0023869997421380536,0.009988333670340683,1,B-Sign_symptom
2,chills,3.5182660364863394e-05,5.304244842518482e-05,3.496761187145523e-05,1,B-Sign_symptom
3,osteoporosis,0.002434806161645384,0.0006528277812729915,0.0023030265478786293,1,B-Disease_disorder
4,hypothyroidism,0.0030060741639331093,0.0032361593613836424,0.0034033150967058595,1,B-Disease_disorder
5,osteoarthritis,0.00017484673271696483,0.0001216825484592379,0.00020424077697047817,1,B-Disease_disorder
6,"nausea,",0.0014777906656679336,0.0009657355669350803,0.0014314444208384485,1,B-Sign_symptom
7,fever,0.0010928608369380139,0.0006132451973483032,0.0010928608369380139,1,B-Sign_symptom
8,chest pain,0.0010369848077862172,0.0021153405604286443,0.001111625078085511,1,B-Biological_structure
9,allergic rhinitis,9.722261701902592e-05,1.533268061512067e-05,9.722280245666417e-05,1,B-Detailed_description
10,kidney stones,0.0022056805020196197,0.001046537232002708,0.0020599396350166007,1,B-Biological_structure
11,omeprazole,9.928676523541137e-06,5.104005353147501e-06,9.08449898166318e-06,0,B-Medication
12,smoke,0.00015166475987700393,2.286941032485198e-05,0.00014247585659692662,0,B-Sign_symptom
13,allergic,0.0001365756342124091,0.00015811878852357579,0.00017536658562898114,0,B-Detailed_description
14,"angina, shortness of break, or heart",1.2638526436080288e-16,4.575741236321146e-18,1.3509108810181402e-16,0,B-Biological_structure
15,Hanine,1.7267083874728878e-10,7.169781544325912e-11,1.8380715106318815e-10,0,B-Diagnostic_procedure
16,codeine,7.971291501009315e-05,9.720332312653205e-06,7.257943505249587e-05,0,B-Diagnostic_procedure
17,tenderness,4.601368250235565e-05,8.994265950958437e-06,4.748934727358583e-05,0,B-Sign_symptom
18,spironolactone,1.8534308519434927e-05,7.5788022441426415e-06,2.0982063172385553e-05,0,B-Medication
19,psychotic,3.6926799382357887e-05,5.41178393040914e-06,3.775234367841354e-05,0,B-Detailed_description
20,weakness,0.0016305506485758917,0.0009441828051867132,0.0016305506485758917,0,B-Sign_symptom
21,phlegm,1.3456211827145337e-05,3.5290863963691357e-06,1.3369230634796726e-05,0,B-Coreference
22,headache,0.004621997537075275,0.0016438000358220573,0.004621997537075275,1,B-Sign_symptom
23,nausea,0.0038596471947750714,0.008860095999058112,0.003650750558724306,1,B-Sign_symptom
24,lightheadedness,3.224296428964767e-05,3.897343700749447e-05,3.224296428964767e-05,1,B-Sign_symptom
25,vomiting,0.003406126694458323,0.006611321617291254,0.003406126694458323,1,B-Sign_symptom
26,dizziness,0.0007465973058866586,0.0005268941032398851,0.0007465973058866586,1,B-Sign_symptom
27,Morphine,1.4641165561553378e-05,3.671858637913888e-06,1.4640970082214824e-05,1,B-Medication
28,migraine,0.002509121718551367,0.000799226195033937,0.002509121718551367,1,B-Sign_symptom
29,G E R D,2.389777198565603e-10,5.4978824073672654e-11,2.2296466928944267e-10,0,B-Lab_value
30,trauma,0.00028846724903576135,7.434981265322239e-05,0.0002728541921902001,0,B-Disease_disorder
31,rheumatological disorders,1.0078547116092132e-08,1.3940577388350637e-09,1.010006154048938e-08,0,B-Disease_disorder
32,neuromuscular diseases,2.9427450348254563e-08,6.157218322532147e-09,3.2885729839146274e-08,0,B-Disease_disorder
33,Reglan,5.787706881113724e-05,3.5660064102339153e-05,5.609637860582848e-05,0,B-Detailed_description
34,hearing problems,1.2029806655125284e-05,3.19406815982159e-06,1.2418516910276014e-05,0,B-Disease_disorder
35,osteomyelitis,1.4702761399674474e-06,5.503974805448754e-07,1.6665877912869313e-06,0,B-Disease_disorder
36,nausea,0.008814673526057075,0.020020790710378728,0.007778922084039803,1,B-Sign_symptom
37,nausea and vomiting,0.0005431641943703244,0.00015427492351888293,0.0005447297815102325,1,B-Sign_symptom
38,fever,0.0056543930781076945,0.008853773386852901,0.0056543930781076945,1,B-Sign_symptom
39,vomiting,0.005977938517305868,0.016396105521447376,0.006363482427423741,1,B-Sign_symptom
