,condition,target,world_model,shadow_model,label,category
0,chills,0.00018267299794539723,1.2268806519033975e-05,0.00015120514001325358,1,B-Sign_symptom
1,osteoarthritis,0.0006435247888980199,4.591704587734064e-05,0.0010165678861858976,1,B-Disease_disorder
2,kidney stones,0.001101916656964788,0.0010754399823878187,0.0009663972271933685,1,B-Biological_structure
3,chest pain,0.00444352423840656,0.0032275632771207245,0.0036829608923428774,1,B-Biological_structure
4,hypothyroidism,0.0038798936324528875,0.0017571467580675905,0.004964172894662155,1,B-Disease_disorder
5,hypertension,0.019735771058894177,0.0016235271413761136,0.01741675682959281,1,B-Sign_symptom
6,cough,0.0028237782099175056,0.0003426082910003719,0.0028237782099175056,1,B-Sign_symptom
7,fever,0.004955885097538733,0.019964785153948925,0.004621997537075275,1,B-Sign_symptom
8,osteoporosis,0.0014095730127789646,0.0002494061268504369,0.0014275875701525802,1,B-Disease_disorder
9,allergic rhinitis,0.0009360258527768816,4.807114043503538e-05,0.0011229555670435253,1,B-Detailed_description
10,"nausea,",0.00197180192807299,0.001199801262602949,0.0013479866096977517,1,B-Sign_symptom
11,P.,3.849953837485392e-06,8.93758976995362e-07,4.362569235325264e-06,0,other
12,congestion,0.00010548803751083595,1.3464874130326039e-05,8.970751617916907e-05,0,B-Detailed_description
13,osteomyelitis,5.269493392717071e-05,9.579389388376587e-06,0.00013017940244666629,0,B-Disease_disorder
14,deformities,5.730194979388884e-06,1.3536268376775822e-06,1.2910239522816821e-05,0,B-Sign_symptom
15,choking,3.95641164800169e-05,7.2124523853921826e-06,3.9308373328091406e-05,0,B-Sign_symptom
16,bone abnormalities,6.884924394699596e-07,4.048095259475842e-08,1.293807029669896e-06,0,B-Diagnostic_procedure
17,congestive heart failure,0.000554074219680402,0.00012156823297750357,0.0005715588486504123,0,B-Detailed_description
18,bacterial peritonitis,2.7376174533383087e-06,1.840736669587725e-06,3.5605458086773216e-06,0,B-Detailed_description
19,shoulder weakness,1.6281255079826984e-06,2.890528839705637e-07,2.0850750670089684e-06,0,B-Biological_structure
