,condition,target,world_model,shadow_model,label,category
0,chills,1.3008165269755804e-05,2.4838183582017367e-06,1.3339054460651973e-05,1,B-Sign_symptom
1,chest pain,0.0010178406556213158,0.0006666619183876158,0.0009865249908293707,1,B-Biological_structure
2,"nausea,",0.0005717485678031398,0.00023831853246758733,0.0005717485678031398,1,B-Sign_symptom
3,cough,0.0010978206408633093,0.0003690269553823586,0.0010640442506188383,1,B-Sign_symptom
4,allergic rhinitis,0.0002028984769479252,3.957051810610625e-05,0.0002159851283504053,1,B-Detailed_description
5,hypertension,0.005311810719856466,0.0029253559692540613,0.005275512225363577,1,B-Sign_symptom
6,osteoarthritis,3.609556550402424e-05,0.000192844458117681,3.8409241264495406e-05,1,B-Disease_disorder
7,osteoporosis,0.002358995025172891,0.000907615589030501,0.002358977027534339,1,B-Disease_disorder
8,hypothyroidism,0.0016033496049173074,0.0005202992081049309,0.001507587141047416,1,B-Disease_disorder
9,fever,0.00125304398491646,0.0011655439666202483,0.00125304398491646,1,B-Sign_symptom
10,kidney stones,0.0025037864823675956,0.0010800582291612315,0.00250630931589358,1,B-Biological_structure
11,"complaint of abnormal lymph nodes? 
Patient: No.",2.3997247057835358e-25,1.0632681294492395e-28,2.1610360400028704e-25,0,B-Sign_symptom
12,bad reaction,7.137550504958741e-07,1.0637942536376264e-06,7.326148621151531e-07,0,B-Lab_value
13,lupus,0.00039426447094102133,0.0004847319236467227,0.00039426447094102133,0,B-Disease_disorder
14,cholesterol,0.00018490322090676737,0.00013373089622603488,0.0001792143468645601,0,B-Diagnostic_procedure
15,hypergranulation,5.5527061524156734e-08,5.576691186093063e-09,4.90053578958612e-08,0,B-Disease_disorder
16,Rashes,2.3099224787091725e-05,1.641958732388894e-05,2.298473403534808e-05,0,B-Sign_symptom
17,atrial fibrillation,0.0015437007132150017,0.0019497490761060355,0.0015632981594044847,0,B-Sign_symptom
18,Prilosec,1.860566271043615e-05,7.96166518218729e-05,1.8606230518900407e-05,0,B-Detailed_description
19,egophony,7.244824493346028e-07,5.801725873279041e-07,6.483488284011757e-07,0,B-Coreference
20,nausea and vomiting,2.059964675770468e-05,3.5326149996032752e-06,2.048065798776973e-05,0,B-Sign_symptom
21,seizures,0.0036745026088788315,0.00026683411315381415,0.0036745026088788315,0,B-Sign_symptom
22,Morphine,0.0001109391467057406,3.240330732654436e-05,0.00011022434666422144,1,B-Medication
23,nausea,0.0019267352282542904,0.0009157334717313882,0.001867455817260423,1,B-Sign_symptom
24,headache,0.003429562763939208,0.015806272307518583,0.003429562763939208,1,B-Sign_symptom
25,lightheadedness,0.0005712602773540056,0.0003780538639881667,0.0005548198203607817,1,B-Sign_symptom
26,dizziness,0.0022154707939754455,0.0038356729858482243,0.0022154707939754455,1,B-Sign_symptom
27,vomiting,0.002324086314945363,0.0015502876095093336,0.0021991606811037233,1,B-Sign_symptom
28,migraine,0.0016405784269009004,0.0007186626593174891,0.0016305506485758917,1,B-Sign_symptom
29,spastic colon,3.073468919712039e-05,9.318191403059217e-06,2.784406556317046e-05,0,B-Sign_symptom
30,discitis,2.0708512569075244e-06,9.585698217129306e-07,2.0708512569075244e-06,0,B-Disease_disorder
31,stuffiness,1.7122752779079974e-06,3.1808102725979995e-07,1.7122752779079974e-06,0,B-Sign_symptom
32,bone abnormality,5.454496906735883e-08,8.696232294603623e-09,5.99120994419811e-08,0,B-Biological_structure
