,condition,target,world_model,shadow_model,label,category
0,chills,0.00015193655888501225,1.8517036894975193e-05,0.00011750010861470714,1,B-Sign_symptom
1,osteoarthritis,0.0006962989009440788,4.1109515061590935e-05,0.0011248754907517548,1,B-Disease_disorder
2,hypertension,0.03528092603607349,0.006668172659016435,0.027318083412947808,1,B-Sign_symptom
3,fever,0.008379952774543726,0.02858833517060004,0.007352562404874181,1,B-Sign_symptom
4,allergic rhinitis,0.0016389376830007513,0.00012685734223742183,0.002227293792611605,1,B-Detailed_description
5,"nausea,",0.004468310705582277,0.0030158038743341134,0.003923057165410272,1,B-Sign_symptom
6,hypothyroidism,0.006917962707543414,0.0019588240145757495,0.010667779196211733,1,B-Disease_disorder
7,chest pain,0.00573742451562558,0.022108790663822597,0.005037305111505755,1,B-Biological_structure
8,osteoporosis,0.0016211045715226247,0.00033103752305680746,0.001569018252802887,1,B-Disease_disorder
9,cough,0.006947224859073384,0.0026509404295991315,0.008920413294495139,1,B-Sign_symptom
10,kidney stones,0.0009330801081289733,0.0008045630218330206,0.000818283912732771,1,B-Biological_structure
11,spina bifida,5.070548689813025e-05,1.3651874799263128e-05,5.530463881805383e-05,0,B-Biological_structure
12,neuropathy,9.960933130110985e-05,3.2144309157971185e-05,0.00015254320813728217,0,B-Disease_disorder
13,"bad, looks like from elbow to wrist.",8.704196449471734e-20,4.095227470253603e-22,1.2172049027042524e-19,0,other
14,heroine,4.961993875351165e-07,1.1679335892787232e-07,6.795948671015955e-07,0,B-Subject
15,Chantix,3.1327802672982534e-07,4.38420542163144e-07,2.137665065169514e-07,0,B-Sign_symptom
16,migraines,0.0007793663437325631,0.00039237364043628723,0.0006424046025823302,0,B-Sign_symptom
17,Zoloft,5.2498775014122305e-06,6.306697756760002e-06,2.7882195441834246e-06,0,B-Coreference
18,trauma,0.0003568614309975484,0.00012393330300917798,0.00031310999732735693,0,B-Disease_disorder
19,depomedrol,3.6228149021998636e-07,1.3622883214539853e-08,2.8897766082645335e-07,0,B-Medication
20,anemia,0.00723542990850424,0.003151973513783223,0.00818740844805689,0,B-Sign_symptom
21,bladder prolapse,4.884198103989786e-07,6.184605373795279e-08,6.431835384274963e-07,0,B-Detailed_description
22,Morphine,7.046628824338208e-06,3.1110350556844714e-06,5.623513127751791e-06,1,B-Medication
23,headache,0.014236754689356904,0.004355935726271315,0.015154946479793275,1,B-Sign_symptom
24,migraine,0.0012345036407668938,0.00028317952346539743,0.0010978206408633093,1,B-Sign_symptom
25,vomiting,0.01246804509779818,0.003410683082691603,0.015154946479793275,1,B-Sign_symptom
26,nausea,0.028097173356431297,0.00675772583460506,0.026791261716162643,1,B-Sign_symptom
27,lightheadedness,0.0004475768713730096,9.366441154977041e-05,0.000351704689946211,1,B-Sign_symptom
28,dizziness,0.003191041648201913,0.0013840232495783316,0.0033750112207381992,1,B-Sign_symptom
29,left shoulder pain,6.045936085731801e-05,3.175218367407025e-05,0.00012520530474852262,0,B-Biological_structure
30,headaches,0.0043419648626202255,0.0014414136343860271,0.0035996153012283288,0,B-Sign_symptom
31,throat tightness,1.6414943663336006e-05,5.671652408919063e-06,1.791790426489936e-05,0,B-Sign_symptom
32,bad vision,6.668384661807938e-07,4.4233367739320293e-07,1.073796562726541e-06,0,B-Lab_value
33,nausea and vomiting,0.00034708118251710517,3.1777077491840786e-06,0.00036501635396571266,0,B-Sign_symptom
34,groin,9.279424761451373e-06,2.1012295524222886e-06,9.3507593879417e-06,0,B-Biological_structure
35,mesothelioma,1.4684193102004297e-07,3.642155994100016e-08,6.572664438977516e-08,0,B-Disease_disorder
36,fever,0.02151640309680858,0.05814093333128242,0.016569255154539976,1,B-Sign_symptom
37,abdominal pain,0.0213968605711259,0.04931547185969792,0.01754580901767113,1,B-Biological_structure
38,vomiting,0.9985895576101448,0.9771791970710372,0.9984981382248634,1,B-Sign_symptom
39,Zofran,8.711009424623843e-07,5.2065227986997326e-08,6.458581379991928e-07,1,B-Medication
40,nausea,0.0651321171777946,0.02598476747945411,0.04794472951312394,1,B-Sign_symptom
41,nausea and vomiting,0.0011180851325117735,0.00016002031956591524,0.0011769340553660368,1,B-Sign_symptom
42,Gemfibrozil,4.770068748655002e-07,7.307856297071381e-08,8.636825731848934e-07,0,B-Medication
43,Lisinopril,1.0115088447464612e-05,3.439228422114367e-06,1.2841891798251029e-05,0,B-Medication
44,blood malignancies,3.9043184833575685e-08,4.778820396636333e-09,6.976345720609941e-08,0,B-Disease_disorder
45,redness,0.00017062926431756103,0.00021843627061590392,0.00019092440377839863,0,B-Sign_symptom
46,Premarin,1.4812926873532167e-08,1.556508027570382e-07,1.5591630080152252e-08,0,B-Medication
47,hemorrhoids,0.0006769263362881324,0.0001156541866261208,0.0008118122205715645,0,B-Sign_symptom
48,wheezing,0.0003792165174711975,0.00018907846116032092,0.0005183196149995997,1,B-Sign_symptom
49,pain,0.6823948429893916,0.77490787701357,0.6820812454555059,1,B-Sign_symptom
50,headedness,3.4469288664551014e-07,9.969924095813725e-09,3.229864387174689e-07,1,B-Sign_symptom
51,leukemia,0.9525736996632779,0.8628832632944791,0.914900767872825,1,B-Disease_disorder
52,shortness of breath,0.004875009800964942,0.030787733363782575,0.0066092495241599665,1,B-Sign_symptom
53,chronic lymphocytic leukemia,0.00024679807186600637,0.00019264401526922494,0.00022026924070158924,1,B-Detailed_description
54,chest pain,0.008054090821868929,0.02417641151330723,0.007558949223888919,1,B-Biological_structure
55,peripheral edema,0.0001310122382228722,0.00018542110983698238,9.897719759622019e-05,1,B-Biological_structure
56,cardiovascular accident,2.4383865192309013e-06,6.017054029550165e-07,2.1486818432667584e-06,1,B-Disease_disorder
57,dizziness,0.00397927686661111,0.006115696136273819,0.0037323070293298144,1,B-Sign_symptom
58,lightheadedness,0.0015864709445418974,0.0003673763166863276,0.0010901211774971512,0,B-Sign_symptom
59,ethanol,9.897156216031873e-05,9.76666577310432e-06,0.0001013342600538219,0,B-Detailed_description
60,lipitor,2.188139993616534e-05,3.971751012492972e-06,2.188139993616534e-05,0,B-Coreference
61,Lamisil,6.268357328861238e-08,3.572727288377428e-08,5.044854694048894e-07,0,B-Medication
62,congestion,0.00014857391194640266,6.590760541150026e-05,0.00013011576549035262,0,B-Detailed_description
63,hemolysis,0.00026493379971038794,0.0001465118854729418,0.0004987655147379554,0,B-Coreference
64,Cortisone,1.625901055770218e-06,2.4773724741193796e-06,2.3726355364031937e-06,0,B-Medication
65,hypertensive,0.0003336860323467873,0.00013447084419085004,0.00029453699590355957,0,B-Sign_symptom
66,breast cancer,0.0005849623334911366,0.0001773266320220404,0.0004870634041644224,0,B-Disease_disorder
67,Down syndrome,3.0158782007702085e-05,1.005715666876184e-05,3.0158782007702085e-05,0,B-Disease_disorder
68,pain,0.0057594516987185635,0.00165220910930156,0.005346369748910882,1,B-Sign_symptom
