,condition,target,world_model,shadow_model,label,category
0,allergic rhinitis,9.421663581732066e-06,8.812794075733495e-05,1.0025600341136478e-05,1,B-Detailed_description
1,fever,0.0010080391205667407,0.002746253247976773,0.001073283862494263,1,B-Sign_symptom
2,hypothyroidism,0.0008856745413611308,0.0008736642489402093,0.0008928613343751427,1,B-Disease_disorder
3,kidney stones,0.0006717743248227356,0.00032206583821232454,0.0006837654147897084,1,B-Biological_structure
4,osteoarthritis,1.7459506216633583e-05,9.815077071586259e-05,1.8656454129714843e-05,1,B-Disease_disorder
5,"nausea,",5.672991811744067e-05,0.0005818969485337797,5.096541054225529e-05,1,B-Sign_symptom
6,cough,0.00011135391560929521,0.0008201443789711775,0.00011070539324161358,1,B-Sign_symptom
7,hypertension,0.01048596796355515,0.004327244597104757,0.010230667007704187,1,B-Sign_symptom
8,osteoporosis,6.705877906955719e-05,0.00014577140555881307,6.436746373291222e-05,1,B-Disease_disorder
9,chills,1.3406898004475555e-06,4.561507907944464e-06,1.374414961410082e-06,1,B-Sign_symptom
10,chest pain,0.00020492540153559848,0.006696296072526143,0.00018253304369297176,1,B-Biological_structure
11,kyphosis,2.7275097378447597e-06,2.9631244041823205e-06,2.6270918106856113e-06,0,B-Disease_disorder
12,stroke,3.558814433033608e-05,0.00028152045905968523,3.450066357686167e-05,0,B-Detailed_description
13,depomedrol,3.121801577789925e-08,4.750281402102443e-08,2.985130468567965e-08,0,B-Medication
14,smoking,0.0005114263352758792,0.0004476264550223572,0.0004454797796831872,0,B-Activity
15,heroine,7.509498237481669e-07,2.7196129869750472e-08,7.117422496457448e-07,0,B-Subject
16,cellulitis,9.380992409089814e-06,5.057579178176823e-05,9.592684319982559e-06,0,B-Disease_disorder
17,infection,0.00010460732291880131,0.0003695408825258146,0.00010079840760714036,0,B-Disease_disorder
18,injuries,3.234772060281924e-05,9.361886007852772e-05,3.2561986768595236e-05,0,B-Sign_symptom
19,discitis,4.7269791640976766e-08,4.173086836273769e-07,4.5106674862639645e-08,0,B-Disease_disorder
20,diabetes or blood pressure,1.1994139109475784e-10,7.422275986186535e-12,1.0427746882801928e-10,0,B-Diagnostic_procedure
21,aureus cellulitis,1.7613391315719696e-09,1.965461448078238e-10,1.7824135929828386e-09,0,B-Disease_disorder
22,migraine,0.002551040407707127,0.0004313587679826742,0.0025013304716753723,1,B-Sign_symptom
23,dizziness,0.00011005918075302172,0.005771185622700584,9.963161181796289e-05,1,B-Sign_symptom
24,lightheadedness,8.544296948517523e-06,0.00014079352603019415,7.258208527102069e-06,1,B-Sign_symptom
25,Morphine,2.0892352051515893e-07,8.161869543174103e-06,1.6888930966633602e-07,1,B-Medication
26,vomiting,6.239209333451355e-05,0.0033976366120546833,7.572047185997529e-05,1,B-Sign_symptom
27,nausea,0.0004697349305070294,0.008360061498805199,0.00047510501222283014,1,B-Sign_symptom
28,headache,0.000291474801547833,0.007076357649987499,0.0003026928387889194,1,B-Sign_symptom
29,phimosis,9.028384647064075e-07,7.256435886647568e-08,9.08531229960961e-07,0,B-Disease_disorder
30,Augmentin,7.902069612825712e-05,2.821753863876714e-05,7.33092713336551e-05,0,B-Medication
31,temporal lobe seizures,1.4483084954190293e-06,7.449691669287527e-06,1.4256794846332644e-06,0,B-Biological_structure
32,neuromuscular diseases,1.2471668108243658e-07,4.577706354919572e-08,1.4045191459882037e-07,0,B-Disease_disorder
33,amoxicillin,6.989935604393945e-05,0.0005928022648403124,5.5036133506419325e-05,0,B-Medication
34,codeine,1.786208942994537e-05,0.00028611090400730875,1.9097792605177848e-05,0,B-Diagnostic_procedure
35,depomedrol,9.360540896864777e-09,5.12246374563315e-08,1.0100922304410516e-08,0,B-Medication
36,abdominal pain,0.007282812201136059,0.07021285042025006,0.007276039205567502,1,B-Biological_structure
37,fever,0.006628153634961895,0.10144551078440488,0.006952734107521305,1,B-Sign_symptom
38,vomiting,0.9847649546561735,0.9451315617415625,0.985317739159683,1,B-Sign_symptom
39,nausea,0.0035488736767210257,0.02534832456301947,0.003622644481836006,1,B-Sign_symptom
40,nausea and vomiting,0.00018810966701913597,0.0001996310858602395,0.0001874837805554005,1,B-Sign_symptom
41,Zofran,2.144277024290215e-08,6.993389669388327e-08,2.4094850294715003e-08,1,B-Medication
42,Stroke,4.255730658756843e-05,1.1083625186888635e-05,4.6192920848716867e-05,0,B-Detailed_description
43,alcohol abuse,2.6462622296813402e-05,0.00012332315740616696,2.4422266019389057e-05,0,B-History
44,psychiatric,0.00010732005713791847,5.7205920895818835e-05,0.00010806409874472652,0,B-Detailed_description
45,left shoulder pain,5.5434705515316664e-06,3.457593312528527e-05,6.237262336358289e-06,0,B-Biological_structure
46,miscarriages,1.0233573522937421e-08,1.2915698098197618e-09,1.1196965867882557e-08,0,B-Disease_disorder
47,Cipro,1.1919439729386171e-05,1.6666356325414883e-05,1.3099866744296655e-05,0,B-Medication
48,headedness,6.987438401638835e-11,6.866186328122455e-09,6.655815760580139e-11,1,B-Sign_symptom
49,chronic lymphocytic leukemia,8.19322278389416e-05,0.00014521173598342914,8.44484443955414e-05,1,B-Detailed_description
50,dizziness,0.00042827375601186515,0.0022540791614026607,0.00042080319663649943,1,B-Sign_symptom
51,peripheral edema,1.3567813809400815e-05,9.363842102809715e-05,1.33451715738283e-05,1,B-Biological_structure
52,pain,0.7766165352982687,0.8799944913695749,0.7834907290451301,1,B-Sign_symptom
53,leukemia,0.9920242911010894,0.9120587204232963,0.9927310326706839,1,B-Disease_disorder
54,cardiovascular accident,5.2089523128094e-08,4.86650958890281e-07,5.044031907686764e-08,1,B-Disease_disorder
55,wheezing,8.96527221840704e-05,0.000110779976427214,8.716244558596282e-05,1,B-Sign_symptom
56,chest pain,0.00022084424028982332,0.005791995222870783,0.00024112263378890225,1,B-Biological_structure
57,shortness of breath,4.032473385398312e-05,0.007762280102436632,5.1361857549271196e-05,1,B-Sign_symptom
58,liver cancer,1.3029938326908545e-05,1.6621651452834682e-05,1.3181493759410508e-05,0,B-Biological_structure
59,kidney stone,6.371573554932227e-05,9.09335091302007e-05,6.639031304507054e-05,0,B-Biological_structure
60,alcohol abuse,1.8152998577821043e-05,0.00012667943070288122,1.782728159741889e-05,0,B-History
61,injuries,2.804640775421726e-05,3.52714938137774e-05,2.6289866426698445e-05,0,B-Sign_symptom
62,Idiopathic pulmonary fibrosis,5.2327393244939943e-05,5.120845921831444e-06,4.896376905111591e-05,0,B-Detailed_description
63,G E R D,3.101910844156095e-11,5.079471642069845e-10,2.863116517362354e-11,0,B-Lab_value
64,type valgus degenerative,3.010605793750392e-18,6.063897357377293e-16,2.4498318924912906e-18,0,B-Detailed_description
65,bowel movements,5.2850000826998243e-05,4.375980086958499e-06,5.811300679827566e-05,0,B-Diagnostic_procedure
66,drug abuse,1.5657409430093403e-06,1.8603616264093387e-05,1.5907037970723953e-06,0,B-History
67,rheumatic fever,6.195520463124828e-05,5.749008936350303e-06,5.7907575169504194e-05,0,B-Detailed_description
68,seizures,0.001048341381941135,0.0036055370310367537,0.0010445636923845784,1,B-Sign_symptom
69,pain,0.0008954086067671086,0.001035895997696016,0.0008754754918047305,1,B-Sign_symptom
70,rashes,2.6139852303357944e-05,0.00029098831284719563,2.095008194809915e-05,1,B-Sign_symptom
71,swelling,0.00016639900652460618,0.0013024238376410108,0.0001661888110518834,1,B-Sign_symptom
72,vomiting,9.049074298035558e-05,0.004046114581107979,8.873616758083674e-05,1,B-Sign_symptom
73,shakes,3.907972318865614e-07,6.370464235075537e-06,3.955209817281895e-07,0,B-Diagnostic_procedure
74,shingles,2.080622244470086e-05,0.0003683276770903014,1.8837121257252146e-05,0,B-Texture
75,dehydration,0.0004710023851254793,0.002313843297724572,0.0004900848591083856,0,B-Therapeutic_procedure
76,bacterial infection,1.1005937038449831e-05,0.00012963932559751826,1.1060875564938353e-05,0,B-Disease_disorder
