,condition,target,world_model,shadow_model,label,category
0,osteoarthritis,0.0002527588633860846,6.861621481771351e-05,0.0004489910571962235,1,B-Disease_disorder
1,chest pain,0.00265306880333396,0.0012718454094497915,0.0023253254528933314,1,B-Biological_structure
2,fever,0.007474410692028677,0.020253544342315258,0.006526313782916045,1,B-Sign_symptom
3,osteoporosis,0.0022838754800076416,0.0005817875933121072,0.0022751364583630707,1,B-Disease_disorder
4,"nausea,",0.002084018870895117,0.003934311713690298,0.0013368460945718367,1,B-Sign_symptom
5,allergic rhinitis,0.0005303070474130971,4.727175391138275e-05,0.0006360973394368574,1,B-Detailed_description
6,hypertension,0.00644895291572556,0.008382677124787023,0.004718154743485835,1,B-Sign_symptom
7,chills,0.0007189514693128037,0.00034760019877150885,0.00043534558239085225,1,B-Sign_symptom
8,cough,0.0023870275261486445,0.0003312126320965583,0.002843207393932858,1,B-Sign_symptom
9,hypothyroidism,0.002695619007435953,0.0010511204599134149,0.0036692951727412527,1,B-Disease_disorder
10,kidney stones,0.000997704617410994,0.001159369023555382,0.0008234403052871176,1,B-Biological_structure
11,psychiatric,0.00011349293155846964,2.432348442584437e-05,0.0001405158871194166,0,B-Detailed_description
12,Ampicillin,7.1028780229941536e-06,3.991332581039098e-06,8.004760500511678e-06,0,B-Medication
13,cocaine,0.0002478913531318508,2.3598427987762814e-05,0.00025305264699381885,0,B-Medication
14,cortisone,1.4424132905703147e-05,4.930602760403993e-06,1.4806295718651142e-05,0,B-Medication
15,hypersensitivity,0.00026287069517884635,0.00017525997823397658,0.00030578758613869126,0,B-Sign_symptom
16,muscular pain,2.045762044468203e-06,3.4532664198086262e-06,1.4418209422623914e-06,0,B-Biological_structure
17,amoxicillin,0.00015335693048843362,0.00016878366326242346,0.00014996738218712254,0,B-Medication
18,Premarin,5.051202117173971e-06,2.380109751708805e-06,3.812847395693632e-06,0,B-Medication
19,lisinopril,4.4984564509034334e-05,5.740141400678932e-05,4.725712861039472e-05,0,B-Medication
20,mesothelioma,1.562124810711731e-05,2.30944289613492e-06,1.0659773749834131e-05,0,B-Disease_disorder
21,polyp,6.344394486230027e-05,2.0744066988855506e-05,5.120681138007818e-05,0,B-Disease_disorder
22,dizziness,0.0012049200533597972,0.003191570207396682,0.0012752224117455397,1,B-Sign_symptom
23,migraine,0.0010592370438179555,0.0003067154747584375,0.0009347734102722092,1,B-Sign_symptom
24,vomiting,0.0008671292630213985,0.00047579530882820253,0.0008090260024106461,1,B-Sign_symptom
25,lightheadedness,0.00034143265755682146,0.00021601461812287295,0.00021896146020659827,1,B-Sign_symptom
26,headache,0.017041797091936508,0.005289848234917404,0.018140898574368906,1,B-Sign_symptom
27,Morphine,1.501211955861866e-05,1.3541233801295035e-05,1.0983310780661634e-05,1,B-Medication
28,nausea,0.005379249568211457,0.007013273016691735,0.004747171082176134,1,B-Sign_symptom
29,My joints,2.2766800057817454e-08,1.9785758520129e-09,1.852589414486107e-08,0,B-Biological_structure
30,renal cancer,1.4074837813760293e-06,8.628753174805349e-08,1.1668445713894636e-06,0,B-Disease_disorder
31,bacterial peritonitis,1.951833545213298e-06,1.9097561360426308e-06,2.003555752663503e-06,0,B-Detailed_description
32,Eh,1.8912962961913213e-05,4.398827578174406e-06,2.198377228924391e-05,0,B-Diagnostic_procedure
33,rashes,0.000168649358533628,5.6759141753462026e-05,0.000223993093314949,0,B-Sign_symptom
34,Vasovagal Syncope,1.8640411320489003e-06,3.9433150045171846e-06,4.370676045237334e-06,0,B-Sign_symptom
35,Um,4.371995167438424e-05,7.099944921822473e-06,3.858272193379229e-05,0,B-Coreference
36,vomiting,0.014032348606249863,0.00676946289597142,0.01389203395348299,1,B-Sign_symptom
37,abdominal pain,0.011342834001006209,0.008997220545962815,0.008848495892996522,1,B-Biological_structure
38,fever,0.006864874644612031,0.003809953849542595,0.0049899843774258166,1,B-Sign_symptom
39,Zofran,2.902424754836523e-06,7.341075073976169e-07,2.1631571219023693e-06,1,B-Medication
40,nausea and vomiting,0.000708823822228022,2.188837165208872e-05,0.0006840807785632289,1,B-Sign_symptom
41,nausea,0.000246739113543965,0.00034307319794789766,0.000246739113543965,1,B-Sign_symptom
42,head clockwise,1.3100898779115705e-08,2.1165780882936084e-09,1.344420471446985e-08,0,B-Detailed_description
43,Parkinson disease,4.949550007983727e-05,5.356798194928797e-06,9.854626742691166e-05,0,B-Disease_disorder
44,Prednisone,0.0005975131815442664,0.0016605768127439316,0.000762758715999766,0,B-Medication
45,cortisone cream,1.0997544679102025e-07,1.0187193186230513e-08,5.646137995126716e-08,0,B-Medication
46,cancers,5.118290814182123e-06,1.5974270918972115e-06,5.170516350808559e-06,0,B-Disease_disorder
47,Coumadin,0.00015920835392570988,0.00018726818700930147,0.00014956183685266454,0,B-Medication
48,wheezing,0.000509342055403107,0.00011801924688699366,0.0005555832879467408,1,B-Sign_symptom
49,dizziness,0.000655779994177689,0.0005521468918611321,0.0005394011042924429,1,B-Sign_symptom
50,headedness,9.304951249968209e-07,2.315612433913493e-08,8.142654650261748e-07,1,B-Sign_symptom
51,chest pain,0.0031791738866884865,0.0004000325478746012,0.0028261277231643425,1,B-Biological_structure
52,leukemia,0.00024385031110603106,3.715318046171665e-05,0.0002192445027505192,1,B-Disease_disorder
53,cardiovascular accident,2.342017079773531e-06,1.5535521104455842e-06,2.2415006127161614e-06,1,B-Disease_disorder
54,chronic lymphocytic leukemia,1.2678433875236994e-05,4.74906843924717e-06,1.4069473072017419e-05,1,B-Detailed_description
55,pain,0.7754272354304144,0.823547562772507,0.7756313780086435,1,B-Sign_symptom
56,peripheral edema,0.00021245498707275003,0.00017160244155555002,0.00014408142679911342,1,B-Biological_structure
57,shortness of breath,0.002735647340570362,0.010181096903888687,0.003932882821520684,1,B-Sign_symptom
58,Diabetes,0.0011852251765997197,0.002498998456895535,0.001511459558461241,0,B-Disease_disorder
59,Alzheimer,0.0013141222851102822,0.0004894479789983667,0.0015005429045357034,0,B-Disease_disorder
60,urinary infections,4.75728986952968e-07,1.8665223854362594e-07,6.075110333522038e-07,0,B-Detailed_description
61,strokes,2.701622355511023e-05,8.782292020032978e-06,3.716704784000179e-05,0,B-Detailed_description
62,congestion,0.00020215900838424923,4.426768353305853e-05,0.00017616790711727555,0,B-Detailed_description
63,phimosis,5.148660599014753e-07,2.723238437159099e-07,7.782686623900226e-07,0,B-Disease_disorder
64,Flagyl,3.6786757502604294e-09,1.184504281638923e-06,2.3020564610331487e-09,0,B-Diagnostic_procedure
65,Smoking,0.0001719969179855543,9.09452843536941e-05,0.00016083364307504437,0,B-Activity
66,memory loss,0.00032823432472377516,0.0005675039450461248,0.00041587542570052806,0,B-Sign_symptom
67,ketones,1.51900552058865e-06,7.179475747841747e-06,1.4172237580762988e-06,0,B-Diagnostic_procedure
68,vomiting,0.005022449580757686,0.0035509314636007223,0.005311810719856466,1,B-Sign_symptom
69,rashes,0.00014953179681838073,0.0001020469769911362,0.00021596536723725472,1,B-Sign_symptom
70,pain,0.007395282367340024,0.0029048127449914415,0.0060954883268792065,1,B-Sign_symptom
71,seizures,0.0023571017185961517,0.0017634984021041265,0.002843207393932858,1,B-Sign_symptom
72,swelling,0.00041350692349543015,0.0005788365792329811,0.000436629564867189,1,B-Sign_symptom
73,osteochondromas,5.1299416454004076e-08,2.8495259284072464e-09,6.501576857605497e-07,0,B-Disease_disorder
74,Prilosec,4.293436959182491e-08,4.682037822903787e-09,2.7718239027807943e-08,0,B-Detailed_description
75,dementia,0.0005702629429969543,0.0003789562211766841,0.0006838948364788995,0,B-Disease_disorder
76,itchiness,1.3916020326762262e-05,6.854927925282927e-06,1.4846593098693215e-05,0,B-Sign_symptom
77,coronary heart disease,4.091173979541163e-05,3.0395846395756514e-05,3.042814056944538e-05,0,B-Disease_disorder
78,ovarian cancer,0.0012184780731667357,0.00024386884215409747,0.001078799564918644,1,B-Biological_structure
79,cancers,7.891920108187788e-05,2.0108519010866966e-05,7.018134661336928e-05,1,B-Disease_disorder
80,diabetes,0.00819079185662771,0.0045866301975950345,0.010517184926708955,1,B-Disease_disorder
81,liver cancer,0.0004291246164424181,0.00016339938244458506,0.00038830272635188037,1,B-Biological_structure
82,heart disease,0.0015645567843316584,0.007056361322947617,0.0020212644460728393,1,B-Disease_disorder
83,ketones,7.897059365516557e-06,2.563527444212913e-06,6.752831902172418e-06,0,B-Diagnostic_procedure
84,heart problems,7.196452274766788e-05,4.095258065137087e-06,5.6999372440848935e-05,0,B-Disease_disorder
85,asthmatic,3.045972210851208e-05,8.959815501885755e-06,4.714204072328229e-05,0,B-Activity
86,pleural effusion,0.0008686198660824914,0.0002435419566688002,0.000604007266912952,0,B-Disease_disorder
87,creatinine,8.84017607970838e-05,1.779367322239167e-05,8.365991733979639e-05,0,B-Diagnostic_procedure
88,fatigue,0.0007416949632968822,0.004284443640157654,0.0006344053211434384,1,B-Sign_symptom
89,"complaints of blood in my stool. But after you sent me to that doctor, that gastro",1.5322181684801387e-33,2.1254087739739058e-39,3.472149281847254e-34,1,B-Sign_symptom
90,bleeding,0.0010338474992413467,0.0009099529390539803,0.0012261329564487774,1,B-Sign_symptom
91,iron,0.0009347734102722092,0.0018274063208127793,0.0008781383523804138,1,B-Diagnostic_procedure
92,polyps,0.0029844133921278684,0.0004726782984937599,0.004597119487503399,1,B-Disease_disorder
93,ulcers,0.00045234819107520225,0.0005408986235491764,0.0003500519802388248,1,B-Sign_symptom
